excess_reserve,ovn_vol,vix,acnusd,hicp,Normalized
2655.214285714286,47720.3,26.03599999999999,1.093275,74.06464285714283,0.37892905534960997
669.9354838709677,43353.17391304348,23.46045454545455,1.074313043478261,74.17387096774196,0.46016184978468794
670.8,39055.65,25.3955,1.066135,74.43233333333333,0.527766827590886
1195.096774193548,41155.30434782609,24.83318181818182,1.041830434782609,74.4851612903226,0.5201349025747646
1162.6,42447.09090909091,20.61238095238095,1.029490909090909,74.50300000000001,0.5129060456011545
1278.806451612903,38113.0,24.7552380952381,1.065542857142857,74.62129032258066,0.46318473386783454
1189.709677419355,35330.30434782609,23.57727272727272,1.049013043478261,74.76387096774194,0.4646765863029274
1021.433333333333,44142.38095238095,24.80952380952381,1.070257142857143,74.86900000000004,0.47050331718788807
742.4193548387096,39497.31818181818,21.97454545454545,1.0426,74.97903225806455,0.5235716976366971
1463.966666666667,41615.40909090909,21.87190476190477,1.013413636363636,75.10200000000006,0.5016347474001654
687.8064516129032,39130.65217391304,23.59227272727273,0.9874260869565217,75.43161290322583,0.5322011228969874
671.6896551724138,46452.71428571428,22.56047619047619,0.9674142857142857,75.54724137931031,0.5717050817041095
1610.483870967742,44545.2,26.5265,0.9559285714285715,75.70354838709677,0.567454978314162
2609.666666666667,44243.7,26.88818181818182,0.9070090909090909,75.73466666666668,0.5638468923259126
1216.387096774194,43588.82608695652,22.30636363636364,0.9439826086956521,75.8116129032258,0.6040018154800086
997.8666666666667,40283.1,20.0778947368421,0.94313,76.06233333333338,0.5403418058689624
752.1612903225806,36695.95652173913,18.89869565217392,0.9138000000000001,76.20419354838711,0.5369850131574738
539.5806451612904,40196.63636363636,18.5847619047619,0.8756818181818182,76.3412903225807,0.5798599387118442
509.6666666666667,35655.80952380953,24.01380952380952,0.8647285714285713,76.66366666666666,0.5367951459189181
619.5483870967741,35688.13043478261,25.97454545454546,0.850726086956522,76.78709677419356,0.5402899392929323
1037.342105263158,36030.54166666666,26.7328,0.8929153846153847,76.98763157894741,0.5438761906854488
141.4347826086957,48635.8125,25.92333333333334,0.9430000000000002,76.93000000000005,0.49479435164160135
729.7142857142857,45795.6,28.23650000000001,0.9155900000000001,77.07071428571426,0.5204107381495171
764.2666666666667,34888.23809523809,23.97318181818182,0.8846409090909091,77.50233333333331,0.532469519449635
844.8709677419355,38619.0,21.26857142857143,0.8540136363636365,77.82225806451613,0.5189258466746232
923.6666666666666,49888.38095238095,21.595,0.8557238095238094,78.00966666666663,0.5036879567338892
700.6129032258065,43668.30434782609,21.98913043478261,0.8930652173913044,78.07709677419355,0.5059786772019503
713.2258064516129,43784.33333333334,30.42875,0.9110714285714285,78.1196774193549,0.4670182765679325
684.3225806451613,47863.52173913043,28.36500000000001,0.8909347826086957,78.3174193548387,0.5514470167939809
1293.533333333333,43835.05,24.27050000000001,0.893275,78.31999999999998,0.5140630385958269
1814.064516129032,44677.21052631579,22.3525,0.8877652173913042,78.39419354838712,0.5440457751332071
687.6129032258065,32683.54545454546,22.85714285714286,0.869740909090909,78.79838709677419,0.514062393086318
731.0,30215.25,19.7295,0.8755649999999999,78.9957142857143,0.49822063362044
449.8387096774193,33244.0,19.03333333333333,0.8808863636363639,79.14354838709681,0.5375854891108169
917.1666666666666,30370.04761904762,20.52545454545455,0.9104727272727271,79.36633333333336,0.5256646272721714
628.2258064516129,27701.90476190476,23.534,0.9429952380952381,79.47193548387092,0.5470512686079696
785.5,44401.95454545454,32.1,0.9917045454545458,79.50533333333335,0.533417473432271
651.8064516129032,31384.08695652174,34.46217391304348,0.9801304347826086,79.63612903225807,0.523463240855931
673.9032258064516,29683.33333333333,36.17349999999999,0.9809095238095238,79.77645161290319,0.5350664795058955
631.2333333333333,31251.40909090909,36.81636363636364,0.9810227272727272,79.93266666666665,0.5287096363654875
608.516129032258,31000.45454545454,29.475,0.9988500000000001,80.05903225806452,0.524612600988255
484.7096774193548,44862.1,26.284,1.051934782608696,80.19645161290323,0.538961757251667
730.6129032258065,43246.09523809524,32.4105,1.078947619047619,80.51935483870962,0.5118885052104896
621.2857142857143,46698.4,31.3455,1.081295,80.81714285714283,0.6262254167166326
792.6451612903226,36454.90476190476,26.00545454545455,1.079691304347826,81.03064516129032,0.53262623227915
384.2666666666667,38065.95238095238,20.41136363636364,1.140654545454545,81.021,0.5235354741457494
547.5483870967741,37743.85714285714,20.3945,1.175195238095238,80.96290322580644,0.5438257592175506
472.3333333333333,40745.81818181818,19.49857142857143,1.138613636363637,81.04966666666662,0.547723999562699
555.258064516129,37194.90909090909,19.14636363636363,1.128345454545455,81.19129032258066,0.5446284559959329
1114.935483870968,34666.27272727273,18.82571428571428,1.111090909090909,81.36354838709677,0.50160417251245
730.5666666666667,39182.22727272727,19.23636363636364,1.167059090909091,81.57099999999994,0.4982209930522765
917.9032258064516,41843.14285714286,17.39809523809524,1.166571428571429,81.67193548387101,0.4717157103741185
288.8,42447.77272727273,16.65190476190476,1.216731818181818,81.75900000000001,0.5025717860772221
677.1935483870968,40996.85,16.438,1.259717391304348,81.8022580645161,0.530540200039759
506.3043478260869,33674.78125,15.79161290322581,1.254328125,82.06478260869568,0.5062116494817614
704.25,34613.05,18.2135,1.222975,82.26357142857145,0.547388976123167
610.3714285714286,37257.82608695652,16.23125,1.197112,82.53542857142853,0.506869814337227
1002.5,32841.4,17.27526315789474,1.21001,82.76285714285719,0.5079978091676971
579.5357142857143,36312.5,15.13555555555556,1.213785,82.94142857142859,0.5376750292598964
735.4,37266.64,16.026,1.223072,83.0514285714286,0.5205280325781985
